pf1,pf2,overlap_nuc,within_pareto,zscore_dist,seconds
PF00009,PF00011,162,1,-0.5208707170677451,88.74067902565002
PF00009,PF00011,192,1,-0.3374988762229383,89.4655864238739
PF00009,PF00011,222,0,0.5824988460781049,91.52508354187012
PF00009,PF00011,32,1,-1.9185945328841096,56.90101337432861
PF00009,PF00011,62,1,-1.7532240781322999,47.05959987640381
PF00009,PF00011,92,1,-0.8651495878378282,48.32869791984558
PF00009,PF00011,122,1,-0.6891724285902101,49.331520557403564
PF00009,PF00011,152,0,0.05943482601691839,50.07846927642822
PF00009,PF00011,182,0,0.23834532363867672,51.064751386642456
PF00009,PF00011,212,0,0.9210317994019754,52.10848927497864
PF00009,PF00011,22,1,-2.3716466367900546,56.50325155258179
PF00009,PF00011,52,1,-1.964051884180418,46.50887489318848
PF00009,PF00011,82,1,-1.855685613869883,47.27517342567444
PF00009,PF00011,112,1,-1.448806662367271,48.04403591156006
PF00009,PF00011,142,1,-1.119053578491908,48.2856707572937
PF00009,PF00011,172,1,-0.8747544869821154,49.74803328514099
PF00009,PF00011,202,1,-0.4815891668279684,50.09939789772034
PF00009,PF00011,232,1,-0.017583978514212388,51.5084183216095
PF00009,PF00013,12,1,-3.211998469898209,88.53363609313965
PF00009,PF00013,42,1,-2.166727728680438,75.83968734741211
PF00009,PF00013,72,1,-1.717568231276316,79.10849046707153
PF00009,PF00013,102,1,-1.0781339343461813,80.86163330078125
PF00009,PF00013,132,1,-0.35395502693716274,82.64563775062561
PF00009,PF00013,162,1,-0.47661778699564894,84.45672297477722
PF00009,PF00013,32,1,-2.11258318047039,92.41228532791138
PF00009,PF00013,62,1,-1.3874889975843956,75.04634737968445
PF00009,PF00013,92,1,-0.2616277111180185,76.98697352409363
PF00009,PF00013,122,1,-0.06634185291337277,79.21259355545044
PF00009,PF00013,152,0,0.9449366865838909,82.08245158195496
PF00009,PF00013,22,1,-2.59783182229554,88.77178239822388
PF00009,PF00013,52,1,-2.1195517568394213,75.50097894668579
PF00009,PF00013,82,1,-1.7175703345345457,77.42591166496277
PF00009,PF00013,112,1,-0.8466733132160507,79.52379512786865
PF00009,PF00013,142,1,-0.9946549832765337,82.29424405097961
PF00009,PF00017,12,1,-2.1864237425640796,96.01678824424744
PF00009,PF00017,42,1,-1.8183294155820844,78.88955521583557
PF00009,PF00017,72,1,-0.6860311182379181,81.11525058746338
PF00009,PF00017,102,1,-0.7531512669347714,81.85018491744995
PF00009,PF00017,132,1,-0.12755022232549376,84.53809976577759
PF00009,PF00017,162,0,0.015670090282261573,85.71390795707703
PF00009,PF00017,192,0,1.3555255366202146,87.66211080551147
PF00009,PF00017,32,1,-1.4272580919007847,93.82517552375793
PF00009,PF00017,62,1,-0.4627242992864799,79.41142058372498
PF00009,PF00017,92,1,-0.3773942430047076,81.50514459609985
PF00009,PF00017,122,0,0.850654340479141,83.50535035133362
PF00009,PF00017,152,0,1.179403339789118,86.62805366516113
PF00009,PF00017,182,0,1.2951592572620683,88.20744037628174
PF00009,PF00017,212,0,2.4191449232704465,89.72194838523865
PF00009,PF00017,22,1,-1.9517314713618716,55.19345498085022
PF00009,PF00017,52,1,-1.4343834232866273,46.70035982131958
PF00009,PF00017,82,1,-1.041350132168549,47.65857815742493
PF00009,PF00017,112,1,-0.6934346368555454,48.76878595352173
PF00009,PF00017,142,1,-0.6444408648938048,49.66140174865723
PF00009,PF00017,172,0,0.15059142500193223,50.8898229598999
PF00009,PF00017,202,0,0.2828783111852438,52.23907732963562
PF00009,PF00018,12,1,-2.362513868202822,85.7466311454773
PF00009,PF00018,42,1,-2.149888074884927,73.4167833328247
PF00009,PF00018,72,1,-1.235876915768252,76.39904808998108
PF00009,PF00018,102,1,-1.1631284285202734,78.61077952384949
PF00009,PF00018,32,1,-1.856016715829845,87.00726652145386
PF00009,PF00018,62,1,-0.7794098385288629,72.37677931785583
PF00009,PF00018,92,1,-0.36441125494229143,76.16809034347534
PF00009,PF00018,122,0,0.10964866997512593,77.09207701683044
PF00009,PF00018,22,1,-2.383157078144231,85.5122320652008
PF00009,PF00018,52,1,-1.8396810564178392,73.33233165740967
PF00009,PF00018,82,1,-1.374730830506589,75.42874598503113
PF00009,PF00018,112,1,-1.159650781508554,77.70080518722534
PF00009,PF00041,12,1,-2.4180013869683705,96.5430428981781
PF00009,PF00041,42,1,-2.376974901493577,78.27088236808777
PF00009,PF00041,72,1,-2.164429736240703,79.87689018249512
PF00009,PF00041,102,1,-1.6860393812651973,81.20136880874634
PF00009,PF00041,132,1,-1.5174501562112788,82.29434847831726
PF00009,PF00041,162,1,-1.0234399994630643,85.00177335739136
PF00009,PF00041,192,1,-0.581453323958861,85.96445083618164
PF00009,PF00041,32,1,-2.4675404148667255,94.5310628414154
PF00009,PF00041,62,1,-2.0644200940727373,80.55924153327942
PF00009,PF00041,92,1,-1.880638565587349,82.24005722999573
PF00009,PF00041,122,1,-1.3420932251586621,83.36602592468262
PF00009,PF00041,152,1,-0.9387647430991162,84.41295099258423
PF00009,PF00041,182,0,0.08292998196872937,88.26385188102722
PF00009,PF00041,212,0,1.0521990946851119,90.80674028396606
PF00009,PF00041,22,1,-3.814169975745192,95.34338521957397
PF00009,PF00041,52,1,-2.0830516825113765,78.77614951133728
PF00009,PF00041,82,1,-2.025704907605219,80.95996189117432
PF00009,PF00041,112,1,-1.9950126839580429,81.50931215286255
PF00009,PF00041,142,1,-1.8545270959115414,82.3379430770874
PF00009,PF00041,172,1,-1.5021491466030386,83.72764611244202
PF00009,PF00041,202,1,-1.0084182466864808,86.07684183120728
PF00009,PF00072,12,1,-2.495543663201114,107.13578414916992
PF00009,PF00072,42,1,-2.898611305014814,88.27185821533203
PF00009,PF00072,72,1,-2.1998163902296324,89.40632939338684
PF00009,PF00072,102,1,-2.325043808867551,91.06066727638245
PF00009,PF00072,132,1,-1.7625624251111698,92.13844895362854
PF00009,PF00072,162,1,-1.1472919239695825,93.28693151473999
PF00009,PF00072,192,1,-0.40323234685475245,96.73828482627869
PF00009,PF00072,222,1,-0.6005916007919611,99.00667405128479
PF00009,PF00072,252,1,-0.20321163373011902,100.71440768241882
PF00009,PF00072,282,0,0.5723223764877428,101.45793771743774
PF00009,PF00072,312,0,0.7878699119109384,103.5833032131195
PF00009,PF00072,32,1,-2.2974190909270593,107.11525583267212
PF00009,PF00072,62,1,-2.020658519128696,88.4099428653717
PF00009,PF00072,92,1,-1.9226003066430384,90.49536776542664
PF00009,PF00072,122,1,-1.4940042681804713,91.68804979324341
PF00009,PF00072,152,1,-0.8810279575213611,92.28780841827393
PF00009,PF00072,182,1,-0.41260001953452663,92.88670206069946
PF00009,PF00072,212,0,0.4961904098092536,94.12939476966858
PF00009,PF00072,242,0,0.9770964470123134,96.72755122184753
PF00009,PF00072,272,0,1.5430459319114371,99.12648439407349
PF00009,PF00072,302,0,1.5437117536161096,100.5551245212555
PF00009,PF00072,22,1,-3.130485999903825,103.72142624855042
PF00009,PF00072,52,1,-2.4024256149548258,87.61113381385803
