lo,hi,n,mean_dz,sem_dz,frac_lo_up_better,p,q,upstream_gene,downstream_gene,effect,consistency,pred,resid,dz_A,dz_B
PF00009,PF00271,178,-0.4810169829831835,0.0234213314544425,0.949438202247191,1.3865800347619587e-28,1.8857488472762638e-26,PF00009,PF00271,0.4810169829831835,0.949438202247191,-0.6512255367661322,0.17020855378294864,-0.4347772660291559,-0.527256699937211
PF00271,PF00512,112,0.44341271951524114,0.037887943636325645,0.15178571428571427,5.2394592091306724e-15,5.938053770348096e-14,PF00512,PF00271,0.44341271951524114,0.8482142857142857,0.6063031658926732,-0.16289044637743205,0.5614067351984267,0.32541870383205557
PF00011,PF00271,152,-0.42721733279657537,0.025566808311445685,0.9407894736842105,1.1191926487558623e-23,7.610510011539864e-22,PF00011,PF00271,0.42721733279657537,0.9407894736842105,-0.475762436758398,0.048545103961822655,-0.37844477776577246,-0.4759898878273782
PF00397,PF07679,44,-0.420324277980181,0.09242948826166213,0.7272727272727273,7.281812747805816e-05,0.00023579203183371212,PF00397,PF07679,0.420324277980181,0.7272727272727273,-0.326462379954164,-0.09386189802601702,-0.38585755960540946,-0.4547909963549525
PF00271,PF07679,140,0.4006171506515256,0.03216289435911744,0.12142857142857143,4.86939922887091e-19,8.277978689080547e-18,PF07679,PF00271,0.4006171506515256,0.8785714285714286,0.33962503371438835,0.06099211693713724,0.33750709112391164,0.4637272101791394
PF00096,PF00153,34,-0.3954720957797215,0.10998307225637356,0.7941176470588235,0.0005407867720350623,0.0014143654037840092,PF00096,PF00153,0.3954720957797215,0.7941176470588235,-0.47924035456944647,0.08376825878972499,-0.4852016459020041,-0.3057425456574389
PF00013,PF00096,34,0.38842859406493735,0.13268292934703285,0.38235294117647056,0.0342672256520018,0.056148707092436675,PF00096,PF00013,0.38842859406493735,0.6176470588235294,0.39180243084665944,-0.003373836781722095,0.3122593297160486,0.464597858413826
PF00018,PF00512,74,0.3877389253688289,0.06185947991435919,0.21621621621621623,2.3528333694252856e-07,1.185130882377181e-06,PF00512,PF00018,0.3877389253688289,0.7837837837837838,0.18015369842770618,0.20758522694112275,0.5272035579330062,0.24827429280465158
PF00072,PF00096,34,0.38706546120439483,0.14526573913348279,0.38235294117647056,0.024896982708014548,0.04286062845936681,PF00096,PF00072,0.38706546120439483,0.6176470588235294,0.48253777939587844,-0.09547231819148361,0.37065647356489406,0.4034744488438955
PF00153,PF00271,158,-0.3856155195593851,0.030031016641619494,0.8544303797468354,8.26539155986617e-20,1.873488753569665e-18,PF00153,PF00271,0.3856155195593851,0.8544303797468354,-0.36981723201752104,-0.015798287541864076,-0.28789256463283636,-0.48333847448593387
PF00041,PF00397,44,0.3490866464254962,0.1369719133282044,0.3181818181818182,0.008474303208231504,0.018293733909833087,PF00397,PF00041,0.3490866464254962,0.6818181818181819,0.38619789500665785,-0.03711124858116166,0.3997280810718984,0.29844521177909394
PF00397,PF02518,44,-0.3310511728780156,0.1194272969790673,0.6363636363636364,0.010906886607358501,0.02213935191941427,PF00397,PF02518,0.3310511728780156,0.6363636363636364,-0.27697263339167905,-0.05407853948633656,-0.1726758909066359,-0.48942645484939534
PF00009,PF00017,138,-0.29343943742974254,0.02947293579779351,0.7898550724637681,1.0871213102721645e-14,1.1372961399770338e-13,PF00009,PF00017,0.29343943742974254,0.7898550724637681,-0.1996393980459757,-0.09380003938376685,-0.40721127684427066,-0.17966759801521442
PF00004,PF00271,178,-0.2788172608076075,0.024431526994791144,0.8258426966292135,6.230635322725133e-20,1.694732807781236e-18,PF00004,PF00271,0.2788172608076075,0.8258426966292135,-0.4268115271914181,0.14799426638381064,-0.30905465068389826,-0.24857987093131667
PF00009,PF00153,158,-0.2743273077906706,0.024122805053868525,0.7974683544303798,4.370845881233877e-18,6.604833776086746e-17,PF00009,PF00153,0.2743273077906706,0.7974683544303798,-0.28140830474861117,0.007080996957940566,-0.34472012744638875,-0.20393448813495244
PF00076,PF00096,34,0.272217111164363,0.1347081124866517,0.3235294117647059,0.08113411313388497,0.11375504521864284,PF00096,PF00076,0.272217111164363,0.6764705882352942,0.427250902748618,-0.155033791584255,0.15995705079548456,0.3844771715332414
PF00512,PF07679,112,-0.2716141047380617,0.03832810835886548,0.7232142857142857,5.464118583162411e-09,3.2309570752612515e-08,PF00512,PF07679,0.2716141047380617,0.7232142857142857,-0.26667813217828495,-0.004935972559776736,-0.5263595224512616,-0.016868687024861658
PF00041,PF00512,112,0.2610502301345357,0.03218427329566628,0.24107142857142858,4.846254959294757e-11,4.1193167154005436e-10,PF00512,PF00041,0.2610502301345357,0.7589285714285714,0.3264136472307788,-0.0653634170962431,0.1739776693837884,0.348122790885283
PF00009,PF00018,74,-0.25933552241579705,0.04808827532298043,0.7432432432432432,1.2609061458496065e-06,5.196461691986257e-06,PF00009,PF00018,0.25933552241579705,0.7432432432432432,-0.22507606930116514,-0.03425945311463191,-0.32784487952920793,-0.19082616530238625
PF00018,PF00072,74,-0.2587654988443801,0.06081264387596543,0.6486486486486487,0.0002036065383936281,0.0005768851921152796,PF00018,PF00072,0.2587654988443801,0.6486486486486487,-0.059629660273878005,-0.1991358385705021,-0.16051675186190975,-0.35701424582685054
PF00096,PF00595,34,-0.2564202075393974,0.1396625192348437,0.5882352941176471,0.22799336758907884,0.2793432251541867,PF00096,PF00595,0.2564202075393974,0.5882352941176471,-0.38785712332798405,0.13143691578858663,-0.3064131465324781,-0.20642726854631674
PF00018,PF00397,44,0.2556571683831503,0.10422470249717328,0.3409090909090909,0.02439096098612481,0.0425278294117048,PF00397,PF00018,0.2556571683831503,0.6590909090909092,0.23993794620358527,0.015719222179565007,0.2690841008824434,0.24223023588385717
PF00009,PF07679,140,-0.25532194287384696,0.02783087069951127,0.7928571428571428,3.351863148240853e-14,3.0390225877383734e-13,PF00009,PF07679,0.25532194287384696,0.7928571428571428,-0.31160050305174386,0.0562785601778969,-0.30230154870912107,-0.2083423370385729
PF00009,PF00041,136,-0.25447284742756565,0.04474572364318346,0.75,1.3219270333562008e-09,8.989103826822165e-09,PF00009,PF00041,0.25447284742756565,0.75,-0.3713360181042377,0.11686317067667207,-0.1819825592718603,-0.32696313558327095
PF00096,PF00512,34,-0.2543178717453948,0.1365246548444421,0.5882352941176471,0.15775297058280557,0.20240003772888263,PF00096,PF00512,0.2543178717453948,0.5882352941176471,-0.24275442069429426,-0.011563451051100515,-0.31772678393842974,-0.1909089595523598
PF00011,PF00096,34,0.252423680092221,0.12211145300745355,0.5,0.33423195546492934,0.3885089396857298,PF00096,PF00011,0.252423680092221,0.5,0.3732951498285695,-0.12087146973634849,0.32749307471101163,0.17735428547343038
PF00076,PF00512,106,0.24405594724168142,0.04081046108001884,0.2830188679245283,2.107618845853162e-07,1.1024467809078079e-06,PF00512,PF00076,0.24405594724168142,0.7169811320754718,0.18449648205432376,0.05955946518735766,0.4852466757849895,0.00286521869837343
PF00009,PF00076,106,-0.24351479021686714,0.0366009516011938,0.7830188679245284,8.851689844306106e-10,6.335946414871739e-09,PF00009,PF00076,0.24351479021686714,0.7830188679245284,-0.2294188529277827,-0.014095937289084454,-0.3597060283608806,-0.1273235520728538
PF00017,PF00096,34,0.2358676784276467,0.08172035671331157,0.29411764705882354,0.008130305097438395,0.018126581856583963,PF00096,PF00017,0.2358676784276467,0.7058823529411764,0.397471447866811,-0.1616037694391643,0.28609970897996595,0.18563564787532752
PF00013,PF00397,44,0.23488432305775397,0.09459477501144638,0.38636363636363635,0.020780881657515238,0.03718684086081674,PF00397,PF00013,0.23488432305775397,0.6136363636363636,0.20883225792824428,0.026052065129509694,0.04892746634015031,0.4208411797753577
PF00011,PF00397,44,0.23236347978643226,0.09111688992659585,0.3409090909090909,0.023629227170545164,0.04173473889862522,PF00397,PF00011,0.23236347978643226,0.6590909090909092,0.1903249769101543,0.04203850287627797,0.2385123962615144,0.22621456331135023
PF00072,PF00397,44,0.2254558508731882,0.11829724021380747,0.29545454545454547,0.020116365492413024,0.036477676092908945,PF00397,PF00072,0.2254558508731882,0.7045454545454546,0.2995676064774633,-0.07411175560427508,0.0727177045315561,0.3781939972148203
PF00013,PF00512,104,0.2223213813162867,0.04316106514087652,0.2980769230769231,1.5410264218300075e-06,6.16410568732003e-06,PF00512,PF00013,0.2223213813162867,0.7019230769230769,0.14904801015236518,0.07327337116392152,0.3728004936318458,0.07184226900072765
PF00009,PF00072,204,-0.21853651463796978,0.028108871411933512,0.7352941176470589,2.4194802819999983e-14,2.3503522739428554e-13,PF00009,PF00072,0.21853651463796978,0.7352941176470589,-0.28470572957504314,0.06616921493707337,-0.14686451225231584,-0.29020851702362377
PF00017,PF00397,44,0.21852421062282182,0.08287269296239583,0.3409090909090909,0.009798666583151316,0.02050182546628583,PF00397,PF00017,0.21852421062282182,0.6590909090909092,0.21450127494839583,0.0040229356744259925,0.1504863384384834,0.2865620828071603
PF00397,PF00595,44,-0.21263893397246258,0.08817110237478931,0.6136363636363636,0.035274701137950615,0.05711142089001528,PF00397,PF00595,0.21263893397246258,0.6136363636363636,-0.20488695040956886,-0.007751983562893722,-0.06839947003570636,-0.35687839790921866
PF00009,PF00013,104,-0.20904954235283535,0.03041013758238028,0.7307692307692307,6.327333216101585e-09,3.585488822457564e-08,PF00009,PF00013,0.20904954235283535,0.7307692307692307,-0.19397038102582415,-0.015079161327011203,-0.25261683900113896,-0.16548224570453174
PF00004,PF00009,208,0.20425627839039182,0.018721545578229446,0.21153846153846154,1.5604339981484853e-19,3.0317003392599143e-18,PF00009,PF00004,0.20425627839039182,0.7884615384615384,0.22441400957471405,-0.020157731184322236,0.1469411867388359,0.26157137004194775
PF00076,PF00397,44,0.19620705237835273,0.07192627808641984,0.3181818181818182,0.009798666583151316,0.02050182546628583,PF00397,PF00076,0.19620705237835273,0.6818181818181819,0.24428072983020283,-0.048073677451850094,0.004736309856838914,0.38767779489986653
PF00153,PF00397,44,0.19526668910490041,0.06632143943861886,0.3181818181818182,0.005392306187331997,0.012429722736900873,PF00397,PF00153,0.19526668910490041,0.6818181818181819,0.2962701816510313,-0.10100349254613089,0.22539169193309586,0.16514168627670497
PF00009,PF00595,130,-0.1903980779582267,0.029262637176200843,0.7,4.398160646415217e-09,2.7188629450566792e-08,PF00009,PF00595,0.1903980779582267,0.7,-0.19002507350714873,-0.0003730044510779629,-0.3085645737335249,-0.07223158218292847
PF00018,PF02518,74,-0.18822255317339576,0.06654267075059732,0.6756756756756757,0.008363001433378595,0.018293733909833087,PF00018,PF02518,0.18822255317339576,0.6756756756756757,-0.03703468718809377,-0.15118786598530198,0.002619612125920947,-0.37906471847271245
PF00017,PF00041,136,-0.18325168674196954,0.04523648580298906,0.6544117647058824,2.8148429937507195e-05,9.570466178752446e-05,PF00017,PF00041,0.18325168674196954,0.6544117647058824,-0.17169662005826203,-0.01155506668370751,0.04128321985867871,-0.4077865933426178
PF00153,PF00512,112,0.18163036312083605,0.0474763664397123,0.2857142857142857,2.799233576536955e-05,9.570466178752446e-05,PF00512,PF00153,0.18163036312083605,0.7142857142857143,0.23648593387515224,-0.054855570754316185,0.3756745033611918,-0.012413777119519697
PF00018,PF00041,74,-0.17508390853806466,0.07234045170119088,0.5945945945945946,0.03587614607838365,0.05740183372541384,PF00018,PF00041,0.17508390853806466,0.5945945945945946,-0.14625994880307258,-0.028823959734992077,0.10503051282773652,-0.45519832990386583
PF00595,PF07679,130,-0.1717149510278899,0.027134067568208898,0.6923076923076923,2.498601369008124e-08,1.3592391447404194e-07,PF00595,PF07679,0.1717149510278899,0.6923076923076923,-0.12157542954459515,-0.050139521483294744,-0.11426827655586842,-0.22916162549991137
PF00512,PF00595,112,-0.1704234389791038,0.04210791307835319,0.6428571428571429,0.00020008710019802002,0.0005768851921152796,PF00512,PF00595,0.1704234389791038,0.6428571428571429,-0.1451027026336898,-0.025320736345414013,-0.43405044523830666,0.093203567280099
PF00072,PF00512,112,0.1644929372261357,0.029631857522372154,0.33035714285714285,7.539327526773194e-07,3.3075759472295302e-06,PF00512,PF00072,0.1644929372261357,0.6696428571428572,0.23978335870158418,-0.07529042147544848,0.21098835434609584,0.1179975201061755
PF00096,PF00397,34,-0.15914991432065415,0.18306001454358833,0.5882352941176471,0.34285025869030505,0.3918288670746343,PF00096,PF00397,0.15914991432065415,0.5882352941176471,-0.1829701729184152,0.023820258597761046,-0.10686072736632804,-0.21143910127498028
PF00018,PF00153,74,-0.1567667484442246,0.04951049583770737,0.6891891891891891,0.0026699528667193913,0.006260579135755814,PF00018,PF00153,0.1567667484442246,0.6891891891891891,-0.05633223544744605,-0.10043451299677857,-0.16824160402842317,-0.14529189286002608
PF00041,PF00595,130,0.15479513020809002,0.04008610641975498,0.33076923076923076,2.061159523056141e-05,7.376781450937768e-05,PF00595,PF00041,0.15479513020809002,0.6692307692307693,0.181310944597089,-0.02651581438899897,-0.004814932214019173,0.31440519263019917
PF00009,PF00397,44,-0.1490328973581185,0.0893246304580271,0.5454545454545454,0.1576424579131981,0.20240003772888263,PF00009,PF00397,0.1490328973581185,0.5454545454545454,0.014861876902420135,-0.16389477426053864,-0.23890294535224676,-0.05916284936399024
PF00009,PF02518,190,-0.14791660857660532,0.031306440343823336,0.6526315789473685,4.1959216698996376e-07,1.9021511570211692e-06,PF00009,PF02518,0.14791660857660532,0.6526315789473685,-0.2621107564892589,0.11419414791265359,-0.09154846749999908,-0.2042847496532116
PF00004,PF00512,112,0.14349770509925072,0.026623940413490546,0.2857142857142857,2.6845985981059494e-07,1.2923723697487624e-06,PF00512,PF00004,0.14349770509925072,0.7142857142857143,0.17949163870125512,-0.035993933602004397,0.2565611209404842,0.030434289258017232
PF00013,PF00041,104,-0.14258520443482223,0.053509884928728386,0.625,0.0014998710896435487,0.003699345425199028,PF00013,PF00041,0.14258520443482223,0.625,-0.17736563707841357,0.03478043264359135,-0.05161474823263271,-0.23355566063701172
PF00004,PF00096,34,0.14021646477546146,0.07261870171708762,0.47058823529411764,0.3604972792090848,0.40856358310362945,PF00096,PF00004,0.14021646477546146,0.5294117647058824,0.4222460593955494,-0.2820295946200879,0.17821421280431538,0.1022187167466075
PF00017,PF00512,112,0.13510107105094962,0.04126700696914295,0.3125,0.00016248862578310618,0.0004804011544891835,PF00512,PF00017,0.13510107105094962,0.6875,0.15471702717251676,-0.019615956121567135,0.304274296904737,-0.034072154802837686
PF00041,PF02518,136,0.12603113819475584,0.037782084131701976,0.35294117647058826,0.00014906896576221746,0.0004505195409702572,PF02518,PF00041,0.12603113819475584,0.6470588235294117,0.10922526161497882,0.016805876579777015,0.24174807395057407,0.010314202438937659
PF00009,PF00096,34,0.12550495318351065,0.13877559166388215,0.5588235294117647,0.9865385168232024,0.9865385168232024,PF00096,PF00009,0.12550495318351065,0.4411764705882353,0.19783204982083533,-0.07232709663732467,0.26781386791198764,-0.016803961544966356
PF00271,PF02518,178,0.1237845386795002,0.028387956910698793,0.3707865168539326,1.969183901677153e-05,7.238081368326833e-05,PF02518,PF00271,0.1237845386795002,0.6292134831460674,0.3891147802768733,-0.26533024159737306,0.16791774090767647,0.07965133645132395
PF00009,PF00011,152,-0.12014629168552043,0.02098433665167562,0.625,2.755794023728979e-07,1.2923723697487624e-06,PF00009,PF00011,0.12014629168552043,0.625,-0.17546310000773416,0.05531680832221372,-0.1938727332793825,-0.04641985009165835
PF00013,PF07679,104,-0.12009144854609952,0.029843040475094146,0.6346153846153846,0.00014626449659093358,0.0004505195409702572,PF00013,PF07679,0.12009144854609952,0.6346153846153846,-0.11763012202591973,-0.002461326520179788,-0.11445637046924073,-0.1257265266229583
PF00011,PF00018,74,-0.11731567371406476,0.03568983157981596,0.6216216216216216,0.010580906375048915,0.021803079803131096,PF00011,PF00018,0.11731567371406476,0.6216216216216216,-0.04961296929343096,-0.06770270442063381,-0.2037080515250197,-0.030923295903109795
PF00011,PF00512,112,0.1140428351284337,0.03565042885542358,0.39285714285714285,0.0015232598809643055,0.003699345425199028,PF00512,PF00011,0.1140428351284337,0.6071428571428572,0.13054072913427522,-0.01649789400584152,0.3114616543769908,-0.08337598412012338
PF00011,PF07679,140,-0.11077196268766012,0.021374232651757613,0.6928571428571428,9.964655093964362e-07,4.234978414934854e-06,PF00011,PF07679,0.11077196268766012,0.6928571428571428,-0.1361374030440097,0.025365440356349578,-0.12600771761354101,-0.09553620776177923
PF00512,PF02518,112,-0.10840826242068069,0.029161678954987967,0.6428571428571429,0.0002600695463931456,0.0007218256797850572,PF00512,PF02518,0.10840826242068069,0.6428571428571429,-0.21718838561579995,0.10878012319511926,-0.02471136018611051,-0.19210516465525088
PF00076,PF00153,106,-0.10643262818914802,0.029293384716029446,0.6132075471698113,0.0006158682556172864,0.0015510756067398327,PF00076,PF00153,0.10643262818914802,0.6132075471698113,-0.05198945182082848,-0.05444317636831954,-0.13539761045646612,-0.07746764592182993
PF00072,PF00271,178,-0.10286906941036365,0.027651831642304826,0.6179775280898876,0.0002973379207208265,0.000808759144360648,PF00072,PF00271,0.10286906941036365,0.6179775280898876,-0.36651980719108906,0.2636507377807254,-0.17548930330229728,-0.03024883551843001
PF00011,PF00041,136,-0.10224648546404659,0.034841988832732616,0.5735294117647058,0.00184009060298257,0.004390391614133851,PF00011,PF00041,0.10224648546404659,0.5735294117647058,-0.19587291809650356,0.09362643263245697,0.051002174910686884,-0.2554951458387801
PF00004,PF00595,130,0.10005838176340509,0.028628093314727158,0.3769230769230769,0.0005713356461136628,0.001466068827763361,PF00595,PF00004,0.10005838176340509,0.6230769230769231,0.03438893606756533,0.06566944569583977,0.06703367524494176,0.1330830882818684
PF00013,PF00153,104,-0.09949492868838869,0.03535179836363615,0.5961538461538461,0.013230460249682396,0.025704894199382943,PF00013,PF00153,0.09949492868838869,0.5961538461538461,-0.08743792372278704,-0.01205700496560165,-0.1386371867573357,-0.06035267061944168
PF00072,PF02518,190,0.09685718606318165,0.023645356729105633,0.3473684210526316,7.755505849543283e-05,0.00024529041756695037,PF02518,PF00072,0.09685718606318165,0.6526315789473685,0.02259497308578423,0.07426221297739742,0.0626026794014105,0.1311116927249528
PF00041,PF00076,106,0.09663472565945938,0.04569913634337612,0.42452830188679247,0.014137678071775853,0.027080622785373463,PF00076,PF00041,0.09663472565945938,0.5754716981132075,0.14191716517645503,-0.04528243951699565,-0.1305592216100084,0.3238286729289272
PF00153,PF02518,158,0.09450811873784219,0.03898251291703194,0.379746835443038,0.028401480850028495,0.0476864369827639,PF02518,PF00153,0.09450811873784219,0.620253164556962,0.019297548259352273,0.07521057047848992,0.25817599616696646,-0.06915975869128207
PF00153,PF00595,130,0.09256465256479018,0.030762859733389124,0.4230769230769231,0.01135242033667158,0.02270484067334316,PF00595,PF00153,0.09256465256479018,0.5769230769230769,0.09138323124146246,0.0011814213233277276,0.14193701420205557,0.04319229092752481
PF00017,PF07679,138,-0.08343676139212589,0.032961823800556574,0.6231884057971014,0.005600136318893153,0.01269364232282448,PF00017,PF07679,0.08343676139212589,0.6231884057971014,-0.11196110500576818,0.028524343613642297,0.02177334030106691,-0.18864686308531867
PF00041,PF07679,136,0.0790526694451772,0.04385370560747827,0.39705882352941174,0.06421387151876874,0.09492485354948423,PF07679,PF00041,0.0790526694451772,0.6029411764705883,0.05973551505249386,0.019317154392683347,-0.08336996486310266,0.24147530375345713
PF00076,PF02518,106,0.07724329719592807,0.03864244398955535,0.39622641509433965,0.030001089608877953,0.04975790471716344,PF02518,PF00076,0.07724329719592807,0.6037735849056604,-0.03269190356147621,0.10993520075740427,0.24369436539289363,-0.08920777100103752
PF00017,PF02518,138,-0.07382757004117431,0.043497338443037006,0.5869565217391305,0.06013239874744341,0.09293188897332162,PF00017,PF02518,0.07382757004117431,0.5869565217391305,-0.06247135844328321,-0.011356211597891096,0.09347537131617854,-0.24113051139852715
PF00076,PF07679,106,-0.07244418734529319,0.03039995497290407,0.6132075471698113,0.016529380420890766,0.031222163017238114,PF00076,PF07679,0.07244418734529319,0.6132075471698113,-0.08218165012396117,0.00973746277866798,0.021485259630090216,-0.16637363432067656
PF00041,PF00153,136,0.07157333821034043,0.045797636227460886,0.4632352941176471,0.17736269749904954,0.21928478963518852,PF00153,PF00041,0.07157333821034043,0.5367647058823529,0.08992771335562655,-0.018354375145286123,-0.06551657903280794,0.20866325545348882
PF00017,PF00018,74,-0.06449387995022912,0.05170203479702335,0.6621621621621622,0.07858896924623315,0.11143488218971936,PF00017,PF00018,0.06449387995022912,0.6621621621621622,-0.025436671255189443,-0.039057208695039675,-0.10893774016208987,-0.020050019738368324
PF00013,PF02518,104,-0.0630909800475471,0.042691252676082765,0.5384615384615384,0.16319467742419924,0.20742501055786072,PF00013,PF02518,0.0630909800475471,0.5384615384615384,-0.06814037546343477,0.00504939541588767,0.09056024763728102,-0.21674220773237524
PF00011,PF00595,130,-0.06266042465433752,0.02534745336344902,0.5538461538461539,0.020079925404990845,0.036477676092908945,PF00011,PF00595,0.06266042465433752,0.5538461538461539,-0.014561973499414555,-0.048098451154922964,-0.11268127741254845,-0.012639571896126604
PF00004,PF00011,152,0.06170483971739258,0.02363389387338786,0.40131578947368424,0.019295024532980314,0.03594689502034688,PF00011,PF00004,0.06170483971739258,0.5986842105263157,0.04895090956697989,0.012753930150412693,0.026138756353700075,0.09727092308108509
PF00011,PF00153,152,-0.061528230847748056,0.02272940356483262,0.5789473684210527,0.01301865140415579,0.02565995059369837,PF00011,PF00153,0.061528230847748056,0.5789473684210527,-0.10594520474087701,0.04441697389312896,-0.16425712254188457,0.04120066084638846
PF00018,PF00595,74,-0.06001870359245831,0.061276420941935326,0.5135135135135135,0.38427930914283637,0.431917240028312,PF00018,PF00595,0.06001870359245831,0.5135135135135135,0.0350509957940164,-0.09506969938647472,-0.03569762895126996,-0.08433977823364666
PF00004,PF00041,136,-0.059583478531520705,0.045882408662608676,0.5441176470588235,0.0629731921596823,0.09451122006120882,PF00004,PF00041,0.059583478531520705,0.5441176470588235,-0.14692200852952367,0.08733852999800296,0.01983592923378467,-0.13900288629682606
PF00004,PF00013,104,0.05877478221413442,0.03213608760296444,0.4230769230769231,0.036764653464617776,0.058139451990558345,PF00013,PF00004,0.05877478221413442,0.5769230769230769,0.03044362854888992,0.028331153665244503,0.06768345142826294,0.0498661130000059
PF00018,PF00076,74,-0.058652788954518253,0.04555753469471577,0.5540540540540541,0.2776878521867371,0.3342083884725331,PF00018,PF00076,0.058652788954518253,0.5540540540540541,-0.004342783626617566,-0.05431000532790069,-0.05698706002886388,-0.06031851788017262
PF00009,PF00512,112,-0.055443136757298804,0.038726722864015274,0.5446428571428571,0.1670058625483879,0.21030367876463663,PF00009,PF00512,0.055443136757298804,0.5446428571428571,-0.04492237087345893,-0.01052076588383987,0.12796275191501913,-0.23884902542961675
PF00018,PF07679,74,-0.05466409247242607,0.054792184228151374,0.527027027027027,0.7608392945667858,0.7898789622983424,PF00018,PF07679,0.05466409247242607,0.527027027027027,-0.08652443375057874,0.03186034127815267,0.04361795049785983,-0.15294613544271196
PF00076,PF00595,106,0.05407694274899082,0.031143539243340238,0.42452830188679247,0.08440867781607134,0.11595535538369396,PF00595,PF00076,0.05407694274899082,0.5754716981132075,0.03939377942063397,0.014683163328356848,0.0813554041394565,0.026798481358525125
PF00013,PF00017,104,-0.052172118625474564,0.03840599527452059,0.5769230769230769,0.12035034455406808,0.16046712607209077,PF00013,PF00017,0.052172118625474564,0.5769230769230769,-0.005669017020151551,-0.04650310160532301,-0.13955640276804046,0.035212165517091304
PF00017,PF00153,138,-0.04931770214760186,0.025039224027117824,0.5652173913043478,0.10834890012272415,0.14677269456058514,PF00017,PF00153,0.04931770214760186,0.5652173913043478,-0.0817689067026355,0.032451204555033634,-0.015362290377812966,-0.08327311391739077
PF00004,PF00018,74,-0.049032270683489344,0.03899435226228412,0.6216216216216216,0.10900030993102279,0.14677269456058514,PF00004,PF00018,0.049032270683489344,0.6216216216216216,-0.0006620597264510725,-0.04837021095703827,-0.08675534623384289,-0.011309195133135816
PF00004,PF00072,204,0.047546531512021664,0.02809138119480302,0.43137254901960786,0.0624213423448448,0.09451122006120882,PF00072,PF00004,0.047546531512021664,0.5686274509803921,-0.06029172000032908,0.10783825151235074,0.1267750187647674,-0.031681955740724056
PF00011,PF00017,138,-0.04380646280894896,0.027753067928752217,0.5579710144927537,0.06968734902223805,0.10190838136585349,PF00011,PF00017,0.04380646280894896,0.5579710144927537,-0.024176298038241516,-0.019630164770707444,-0.12107739675705835,0.033464471139160415
PF00013,PF00018,74,-0.043444907729265465,0.050656648391565584,0.5675675675675675,0.34168197834896796,0.3918288670746343,PF00013,PF00018,0.043444907729265465,0.5675675675675675,-0.031105688275340992,-0.012339219453924473,-0.15281093954945424,0.06592112409092332
